val_BLEU_4,epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_ROUGE_L,val_CIDER,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_ROUGE_L,test_CIDER,time,seed,best_model_from
2.7456125458442986e-12,1,1.4161748318517229,0.0516807511737086,0.0015655141944788,2.272843049905337e-09,0.0707988129308268,2.660517959722507e-07,0.0570710212545358,0.0014463491041364,1.7686938034341023e-09,1.9609025049953414e-12,0.0716192320658354,6.934115469665539e-07,Fri Aug 15 14:33:53 2025,456789,val
2.7456125458442986e-12,1,1.4161748318517229,0.0516807511737086,0.0015655141944788,2.272843049905337e-09,0.0707988129308268,2.660517959722507e-07,0.0570710212545358,0.0014463491041364,1.7686938034341023e-09,1.9609025049953414e-12,0.0716192320658354,6.934115469665539e-07,Fri Aug 15 14:33:53 2025,456789,test
1.433386543057763e-12,1,1.4872308310134943,0.0263873239436619,0.0008643148155175,1.209947074255077e-09,0.04557343002057,4.369069640140378e-61,0.0295995334370139,0.0007346809869674,8.906834773081063e-10,9.819410919368736e-13,0.0480878012977717,8.820045084241337e-49,Fri Aug 15 20:13:44 2025,45678,val
4.1102239357430073e-13,6,0.9406889163544876,0.0005352112676056,7.106835772082851e-05,2.2878941186566578e-10,0.0008756902880651,2.509531814261271e-06,0.0008346293416277,0.0001318861424317,2.8343728061252877e-05,2.339567701053197e-09,0.0012816476453199,1.5779368309124633e-05,Fri Aug 15 20:13:44 2025,45678,test
0.0,2,0.09944141532997543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sun Aug 24 14:58:28 2025,9530,val
0.0,2,0.09944141532997543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sun Aug 24 14:58:28 2025,9530,test
